监测时间,水温,pH,高锰酸盐指数,氨氮,总磷,总氮,溶解氧
2021-07-23 04:00:00,24.67,8.12635,5.295,0.37,0.139,5.272,5.3499
2021-07-23 08:00:00,23.83,8.24955,3.605,0.183,0.099,4.0595,6.45475
2021-07-23 12:00:00,24.45,8.24915,3.29,0.1765,0.097,4.4375,7.13675
2021-07-23 16:00:00,24.665,8.2319,3.78,0.2105,0.109,4.5375,7.0014
2021-07-23 20:00:00,24.725,8.25475,5.04,0.2315,0.1125,5.2035,6.65625
2021-07-24 00:00:00,24.195,8.215,5.04,0.2315,0.1125,5.2035,6.2858
2021-07-24 04:00:00,23.955,8.19615,5.815,0.589,0.125,5.6935,6.43355
2021-07-24 08:00:00,24.01,8.2055,5.915,0.288,0.1295,5.7015,6.87735
2021-07-24 12:00:00,26.73,7.861,8.27,0.249,0.193,8.405,5.207
2021-07-24 16:00:00,26.895,8.27865,5.33,0.219,0.1395,5.542,7.5366
2021-07-24 20:00:00,26.405,8.2669,5.25,0.0955,0.1315,5.507,6.78595
2021-07-25 00:00:00,25.765,8.2562,5.25,0.0955,0.1315,5.507,6.7092
2021-07-25 04:00:00,25.27,8.25665,5.075,0.031,0.1275,5.596,6.80275
2021-07-25 08:00:00,25.215,8.2677,4.995,0.025,0.1275,5.777,7.2451
2021-07-25 12:00:00,27.2,8.33665,5.4,0.028,0.137,5.5625,8.44185
2021-07-25 16:00:00,28.24,8.34075,5.66,0.025,0.146,5.5395,8.2205
2021-07-25 20:00:00,27.63,8.3253,5.47,0.025,0.1315,5.904,7.0713
2021-07-26 00:00:00,27.205,8.2938,5.47,0.025,0.1315,5.904,6.81145
2021-07-26 04:00:00,26.88,8.2851,5.195,0.025,0.125,6.0345,6.8256
2021-07-26 08:00:00,26.635,8.2859,4.955,0.025,0.124,6.403,7.05615
2021-07-26 12:00:00,27.805,8.3676,5.09,0.025,0.126,6.1135,8.29075
2021-07-26 16:00:00,29.5,8.086,8.09,0.025,0.207,9.088,6.41
2021-07-26 20:00:00,27.21,8.3401,5.095,0.025,0.128,5.9345,7.133
2021-07-27 00:00:00,26.895,8.31925,5.095,0.025,0.128,5.9345,6.88785
2021-07-27 04:00:00,26.765,8.32065,5.005,0.025,0.1265,5.985,6.8078
2021-07-27 08:00:00,26.365,8.33115,4.945,0.032,0.1265,6.052,7.26805
2021-07-27 12:00:00,28.345,8.4282,4.955,0.025,0.1305,6.1275,9.3042
2021-07-27 16:00:00,29.68,8.4437,5.23,0.025,0.1375,6.0205,9.10135
2021-07-27 20:00:00,28.3,8.3926,4.955,0.0295,0.1325,4.836,7.17265
2021-07-28 00:00:00,27.34,8.33575,4.955,0.0295,0.1325,4.836,6.801
2021-07-28 04:00:00,27.15,8.32145,4.925,0.025,0.1195,4.904,6.7862
2021-07-28 08:00:00,27.02,8.3453,4.8,0.025,0.1215,5.041,7.22695
2021-07-28 12:00:00,27.92,8.4481,4.815,0.025,0.1265,4.8915,9.02035
2021-07-28 16:00:00,29.05,8.47345,5,0.025,0.1285,5.996,8.9723
2021-07-28 20:00:00,27.625,8.3929,4.815,0.025,0.127,5.142,7.20835
2021-07-29 00:00:00,26.535,8.35485,4.815,0.025,0.127,5.142,6.9732
2021-07-29 04:00:00,26.08,8.3416,5.095,0.025,0.1255,5.4995,6.8891
2021-07-29 08:00:00,25.935,8.3452,5.25,0.025,0.1355,5.779,7.2563
2021-07-29 12:00:00,29.23,8.155,9.49,0.025,0.236,8.105,6.904
2021-07-29 16:00:00,29.255,8.49895,4.97,0.025,0.1185,4.55,9.63825
2021-07-29 20:00:00,28.225,8.44905,4.535,0.056,0.1035,4.6265,7.6106
2021-07-30 00:00:00,27.56,8.3689,4.535,0.056,0.1035,4.6265,6.83695
2021-07-30 04:00:00,26.895,8.35495,4.795,0.025,0.115,4.4605,6.9609
2021-07-30 08:00:00,26.295,8.29355,5.085,0.075,0.1155,4.6245,7.1918
2021-07-30 12:00:00,28.35,8.4206,5.5,0.1165,0.118,4.599,9.8042
2021-07-30 16:00:00,28.835,8.48485,5.72,0.0675,0.1525,5.8355,11.053
2021-07-30 20:00:00,28.33,8.5113,5.515,0.028,0.132,5.0225,8.79065
2021-07-31 00:00:00,25.88,8.0796,5.515,0.028,0.132,5.0225,7.64105
2021-07-31 04:00:00,26.895,8.41045,4.95,0.025,0.111,3.8215,7.1839
2021-07-31 08:00:00,25.955,8.2397,5.235,0.04,0.1635,5.162,7.34755
2021-07-31 12:00:00,28.95,8.58735,5.68,0.025,0.131,3.9145,11.2679
2021-07-31 16:00:00,30.96,8.422,9.1,0.025,0.181,5.281,10.355
2021-07-31 20:00:00,28.475,8.4082,5.385,0.0315,0.1415,5.277,8.52855
2021-08-01 00:00:00,28.165,8.411,5.385,0.0315,0.1415,5.277,7.2969
2021-08-01 04:00:00,27.565,8.36515,5.605,0.025,0.113,4.156,6.82195
2021-08-01 08:00:00,27.51,8.3487,5.785,0.025,0.1135,4.0895,7.36765
2021-08-01 12:00:00,29.425,8.53665,6.36,0.025,0.1225,3.922,10.71895
2021-08-01 16:00:00,31.15,8.266,10.7,0.025,0.216,4.555,9.059
2021-08-01 20:00:00,29.055,8.5146,6.8,0.025,0.1305,4.0165,7.7053
2021-08-02 00:00:00,27.625,8.34455,6.8,0.025,0.1305,4.0165,6.40905
2021-08-02 04:00:00,26.795,8.23455,6.135,0.025,0.113,4.1935,6.11315
2021-08-02 08:00:00,26.715,8.24775,5.765,0.025,0.109,4.2935,6.7821
2021-08-02 12:00:00,29.225,8.39295,5.885,0.025,0.1095,4.466,10.9917
2021-08-02 16:00:00,31.01,8.4758,6.07,0.025,0.1035,4.161,11.08715
2021-08-02 20:00:00,29.435,8.35765,5.85,0.025,0.1065,4.4235,7.0888
2021-08-03 00:00:00,28.165,8.20465,5.72,0.0275,0.1045,4.499,5.8462
2021-08-03 04:00:00,29.15,7.726,8.43,0.025,0.175,5.682,4.081
2021-08-03 08:00:00,27.025,8.14445,5.45,0.025,0.105,4.652,6.69545
2021-08-03 12:00:00,28.95,8.24895,5.61,0.025,0.108,4.753,9.2886
2021-08-03 16:00:00,30.55,8.3153,5.85,0.029,0.109,4.6835,8.60825
2021-08-03 20:00:00,28.53,8.20635,5.855,0.037,0.118,4.709,6.5337
2021-08-04 00:00:00,27.67,8.11225,5.855,0.037,0.118,4.709,5.88835
2021-08-04 04:00:00,26.845,7.9571,5.675,0.494,0.134,6.191,5.53465
2021-08-04 08:00:00,26.78,7.87625,6.22,1.155,0.163,7.336,5.5838
2021-08-04 12:00:00,28.23,7.95095,6.465,0.5905,0.1635,6.6045,6.7207
2021-08-04 16:00:00,29.685,8.0531,5.655,0.3365,0.175,6.064,7.40165
2021-08-04 20:00:00,28.345,8.3629,5.91,0.1145,0.1805,6.238,8.19545
2021-08-05 00:00:00,27.325,8.30855,5.91,0.1145,0.1805,6.238,7.9826
2021-08-05 04:00:00,26.565,8.23485,6.11,0.2155,0.1555,5.932,7.4325
2021-08-05 08:00:00,26.32,8.1942,5.645,1.1165,0.1465,6.864,7.4279
2021-08-05 12:00:00,28.19,8.36965,6.555,4.3705,0.126,9.3805,11.19285
2021-08-05 16:00:00,29.99,8.38565,6.185,5.6805,0.11,10.716,16.7683
2021-08-05 20:00:00,30,8.398,6.66,0.025,0.114,6.237,14.125
2021-08-06 00:00:00,27.44,8.24235,6.3013,3.7041,0.142565,4.64,7.56565
2021-08-06 04:00:00,26.34,8.18695,4.57,2.761,0.098,7.5835,7.0055
2021-08-06 08:00:00,27.33,8.106,4.15,0.069,0.083,5.048,7.009
2021-08-06 12:00:00,29.195,8.3713,5.295,1.6595,0.095,6.876,12.01235
2021-08-06 16:00:00,31.225,8.37955,5.37,1.3,0.091,6.3805,17.3828
2021-08-06 20:00:00,29.325,8.2844,5.07,1.0915,0.091,6.2175,12.8868
2021-08-07 00:00:00,28.11,8.16515,4.765,0.8785,0.0825,5.9375,9.9519
2021-08-07 04:00:00,28.75,7.994,4.37,0.025,0.075,4.838,8.196
2021-08-07 08:00:00,27.32,8.2219,4.7857,4.990885,0.0815,5.7355,7.8974
2021-08-07 12:00:00,29.55,8.4939,5.031725,4.9915325,0.081,5.513,14.3114
2021-08-07 16:00:00,30.845,8.4538,5.065,0.139,0.0865,5.4175,10.79635
2021-08-07 20:00:00,29.655,8.36675,4.2,0.103,0.066,5.1645,10.3853
2021-08-08 00:00:00,27.685,8.20445,3.785,0.067,0.065,3.98,8.65655
2021-08-08 04:00:00,26.835,8.1876,3.835,0.038,0.0715,3.9875,7.93625
2021-08-08 08:00:00,26.78,8.26175,3.73,0.0315,0.076,5.086,7.72045
2021-08-08 12:00:00,29.5,8.46475,4.01,0.0305,0.073,3.9975,11.88135
2021-08-08 16:00:00,30.48,8.56655,4.04,0.025,0.066,3.986,13.42425
2021-08-08 20:00:00,28.465,8.48555,3.93,0.0395,0.0635,3.826,9.29115
2021-08-09 00:00:00,26.905,8.34525,3.55,0.038,0.059,3.749,7.3549
2021-08-09 04:00:00,25.795,8.24355,3.3,0.0845,0.059,3.591,6.7298
2021-08-09 08:00:00,25.855,8.26795,3.33,0.0675,0.0595,3.511,7.61325
2021-08-09 12:00:00,29.74,8.4843,3.625,0.0745,0.0565,3.545,13.768
2021-08-09 16:00:00,33.34,8.482,3.685,0.077,0.05,3.5365,15.54965
2021-08-09 20:00:00,30.32,8.35415,3.45,0.0745,0.0605,4.545,8.5709
2021-08-10 00:00:00,28.455,8.31725,3.45,0.0745,0.0605,4.545,7.0664
2021-08-10 04:00:00,26.78,8.2445,3.035,0.1175,0.0715,3.6675,6.6441
2021-08-10 08:00:00,26.295,8.2529,3.135,0.093,0.0655,3.763,7.25305
2021-08-10 12:00:00,29.135,8.3848,3.23,0.081,0.0665,2.953,9.2164
2021-08-10 16:00:00,30.48,8.498,3.09,0.053,0.0615,3.7385,12.0004
2021-08-10 20:00:00,29.03,8.37485,3.115,0.0655,0.062,3.5325,8.7725
2021-08-11 00:00:00,27.19,8.28525,3.115,0.0655,0.062,3.5325,7.15035
2021-08-11 04:00:00,25.855,8.2598,2.8,0.0995,0.057,2.5595,6.8256
2021-08-11 08:00:00,25.39,8.29385,2.925,0.103,0.0585,2.912,7.60865
2021-08-11 12:00:00,28.415,8.4334,3.14,0.082,0.0535,2.838,11.6995
2021-08-11 16:00:00,33.92,8.198,2.87,0.091,0.026,1.915,18.86
2021-08-11 20:00:00,27.775,8.3547,3.3,0.0645,0.0585,2.795,9.77
2021-08-12 00:00:00,26.54,8.29575,3.3,0.0645,0.0585,2.795,7.7419
2021-08-12 04:00:00,25.395,8.2409,3.03,0.0745,0.059,2.636,6.74885
2021-08-12 08:00:00,25.185,8.2475,3.01,0.0865,0.058,2.3875,7.2111
2021-08-12 12:00:00,26.55,8.2852,3.32,0.1665,0.083,3.2285,8.9149
2021-08-12 16:00:00,27.98,8.34895,3.605,0.0975,0.095,3.0035,9.08135
2021-08-12 20:00:00,25.995,8.37275,3.1,0.053,0.0895,3.268,8.5891
2021-08-13 00:00:00,24.83,8.28985,3.1,0.053,0.0895,3.268,7.9492
2021-08-13 04:00:00,24.195,8.25845,2.935,0.1975,0.081,3.8415,7.43105
2021-08-13 08:00:00,23.65,8.25065,2.855,0.163,0.08,4.335,7.21915
2021-08-13 12:00:00,25.395,8.3152,2.97,0.1345,0.084,4.2705,9.7222
2021-08-13 16:00:00,27.935,8.3651,3.02,0.1435,0.082,4.0215,14.29605
2021-08-13 20:00:00,26.775,8.28685,2.97,0.22,0.0845,3.8615,11.38615
2021-08-14 00:00:00,25.15,8.24555,2.97,0.22,0.0845,3.8615,8.07215
2021-08-14 04:00:00,24.07,8.2127,2.75,0.3555,0.079,3.507,7.095
2021-08-14 08:00:00,23.525,8.2075,2.895,0.3155,0.0825,3.6215,7.3
2021-08-14 12:00:00,26.36,8.291,3.165,0.249,0.101,3.5265,10.3868
2021-08-14 16:00:00,28.36,8.35215,3.19,0.136,0.094,3.4675,15.51155
2021-08-14 20:00:00,26.415,8.36115,3,0.1125,0.0845,3.366,10.34445
2021-08-15 00:00:00,24.93,8.3087,3,0.1125,0.0845,3.366,8.1902
2021-08-15 04:00:00,23.995,8.28645,2.665,0.0845,0.063,3.1345,7.4726
2021-08-15 08:00:00,23.345,8.29815,2.845,0.0635,0.063,3.1915,7.74355
2021-08-15 12:00:00,26.36,8.37355,2.88,0.061,0.069,3.111,10.61815
2021-08-15 16:00:00,28.515,8.40555,2.925,0.0765,0.07,3.1375,13.88365
2021-08-15 20:00:00,25.805,8.37165,2.92,0.0645,0.0705,3.1375,8.71095
2021-08-16 00:00:00,25.52,8.061,2.78,0.104,0.036,1.054,7.038
2021-08-16 04:00:00,23.58,8.27515,3.005,0.0875,0.104,3.1915,7.19515
2021-08-16 08:00:00,23.525,8.30995,2.84,0.0595,0.078,3.129,7.97235
2021-08-16 12:00:00,26.655,8.37005,2.85,0.0965,0.066,2.8525,10.62375
2021-08-16 16:00:00,29.145,8.4336,3.12,0.055,0.0645,2.796,10.8716
2021-08-16 20:00:00,26.5,8.3745,3.6,0.043,0.0965,2.7315,8.8532
2021-08-17 00:00:00,25.03,8.30955,3.6,0.043,0.0965,2.7315,7.93835
2021-08-17 04:00:00,24.375,8.2878,2.82,0.0735,0.0585,3.0905,7.53105
2021-08-17 08:00:00,24.565,8.30875,2.7,0.0575,0.061,3.138,8.1187
2021-08-17 12:00:00,27.39,8.3881,2.7,0.067,0.0595,2.8955,11.4826
2021-08-17 16:00:00,28.37,8.3895,2.695,0.054,0.0575,2.8545,15.2902
2021-08-17 20:00:00,26.415,8.35615,2.695,0.0445,0.0625,3.0015,10.25405
2021-08-18 00:00:00,25.755,8.3018,2.695,0.0445,0.0625,3.0015,8.3379
2021-08-18 04:00:00,25.155,8.28795,2.485,0.1075,0.057,3.0525,7.16275
2021-08-18 08:00:00,25.78,7.978,2.85,0.112,0.027,0.858,5.129
2021-08-18 12:00:00,26.715,8.37685,2.585,0.086,0.0575,3.086,13.23045
2021-08-18 16:00:00,27.385,8.4449,2.59,0.0715,0.059,2.203,18.1911
2021-08-18 20:00:00,26.175,8.37235,2.645,0.0855,0.0625,3.0875,10.75605
2021-08-19 00:00:00,25.46,8.2612,2.59,0.1005,0.0565,3.1395,8.28905
2021-08-19 04:00:00,24.86,8.29385,1.88,0.0595,0.056,3.051,7.3611
2021-08-19 08:00:00,24.79,8.2555,2.765,0.1175,0.0555,3.2475,7.07025
2021-08-19 12:00:00,26.12,8.35385,2.55,0.074,0.0615,3.1165,11.2265
2021-08-19 16:00:00,26.36,8.41975,2.65,0.073,0.0625,2.9765,13.48445
2021-08-19 20:00:00,25.395,8.37495,2.645,0.117,0.0695,2.971,8.0109
2021-08-20 00:00:00,24.56,8.2988,2.465,0.111,0.065,3.0555,6.96995
2021-08-20 04:00:00,23.945,8.2736,2.43,0.1495,0.0615,3.169,6.78455
2021-08-20 08:00:00,23.835,8.172,2.96,0.5655,0.0955,3.7645,6.89275
2021-08-20 12:00:00,26.835,8.2468,3.6,1.0825,0.131,4.9195,9.63715
2021-08-20 16:00:00,29.39,8.37185,2.83,0.2895,0.0805,4.4495,11.87355
2021-08-20 20:00:00,27.69,8.34765,2.795,0.1385,0.0755,3.972,8.8212
2021-08-21 00:00:00,26.78,8.32285,2.85,0.138,0.075,3.624,7.56795
2021-08-21 04:00:00,25.995,8.30355,3.295,0.1335,0.087,3.1525,7.1475
2021-08-21 08:00:00,25.455,8.33155,5.53,0.181,0.126,4.132,7.44305
2021-08-21 12:00:00,27.445,8.38285,6.15,0.3515,0.142,4.494,8.3523
2021-08-21 16:00:00,28.28,8.4495,6.74,1.0755,0.1555,5.817,9.28475
2021-08-21 20:00:00,27.08,8.40845,6.125,0.183,0.142,4.413,7.5353
2021-08-22 00:00:00,26.555,8.3416,5.475,0.1075,0.137,4.4015,7.1021
2021-08-22 04:00:00,26.065,8.2974,5.72,0.071,0.1505,4.6135,6.86185
2021-08-22 08:00:00,25.59,8.28525,6.75,0.0595,0.163,5.6015,7.05135
2021-08-22 12:00:00,26.02,8.30015,8.48,0.236,0.2035,5.989,7.3377
2021-08-22 16:00:00,26.415,8.3527,8.375,0.579,0.189,6.762,8.0994
2021-08-22 20:00:00,25.455,8.3317,7.905,0.224,0.172,6.499,6.7434
2021-08-23 00:00:00,25.04,8.27605,7.905,0.224,0.172,6.499,6.56475
2021-08-23 04:00:00,24.735,8.25615,6.49,0.4385,0.147,6.328,6.4982
2021-08-23 08:00:00,24.505,8.20165,5.79,1.0535,0.142,5.7585,6.1947
2021-08-23 12:00:00,26.135,8.39075,6.04,0.873,0.129,5.6385,9.12975
2021-08-23 16:00:00,25.875,8.44885,6.325,0.7785,0.1285,6.0585,9.32325
2021-08-23 20:00:00,24.86,8.401,5.56,0.7165,0.129,6.0125,7.34125
2021-08-24 00:00:00,24.31,8.3382,5.56,0.7165,0.129,6.0125,6.99975
2021-08-24 04:00:00,23.705,8.3093,4.665,0.519,0.12,6.525,7.00845
2021-08-24 08:00:00,23.04,8.3232,4.33,0.4475,0.108,6.6255,7.55055
2021-08-24 12:00:00,25.335,8.51115,4.495,0.385,0.1015,6.6325,10.23155
2021-08-24 16:00:00,26.84,8.62555,4.77,0.3155,0.093,6.8025,11.39765
2021-08-24 20:00:00,24.915,8.53475,4.57,0.2655,0.0955,6.843,8.5652
2021-08-25 00:00:00,23.77,8.3853,4.57,0.2655,0.0955,6.843,7.66505
2021-08-25 04:00:00,22.71,8.3436,4.41,0.23,0.1025,6.855,7.171
2021-08-25 08:00:00,22.56,8.3656,4.135,0.1425,0.1015,6.911,7.738
2021-08-25 12:00:00,25.09,8.54155,4.585,0.099,0.101,7.149,10.91675
2021-08-25 16:00:00,26.235,8.63725,5.01,0.0695,0.113,7.0865,12.23985
2021-08-25 20:00:00,24.435,8.5291,5.055,0.1135,0.1055,7.076,8.5822
2021-08-26 00:00:00,23.105,8.41755,4.935,0.3245,0.116,6.773,7.4319
2021-08-26 04:00:00,22.77,8.3795,4.92,0.351,0.1205,6.652,7.32765
2021-08-26 08:00:00,22.98,8.4183,5.07,0.2935,0.123,6.734,8.07525
2021-08-26 12:00:00,24.915,8.6469,5.36,0.186,0.117,6.4335,13.00675
2021-08-26 16:00:00,25.725,8.7332,5.27,0.1235,0.094,6.7135,16.0094
2021-08-26 20:00:00,24.245,8.5824,4.77,0.161,0.099,6.673,8.4646
2021-08-27 00:00:00,22.79,8.43135,4.77,0.161,0.099,6.673,7.31825
2021-08-27 04:00:00,21.895,8.36025,4.615,0.466,0.096,7.2805,7.09055
2021-08-27 08:00:00,21.77,8.41395,4.47,0.4605,0.0885,7.604,8.3381
2021-08-27 12:00:00,25.15,8.78345,5.21,0.0755,0.0975,7.5475,17.4136
2021-08-27 16:00:00,27.075,8.8027,6.15,0.025,0.0905,7.2105,24.5033
2021-08-27 20:00:00,25.145,8.59265,5.495,0.0375,0.091,7.271,14.2832
2021-08-28 00:00:00,23.355,8.529,5.495,0.0375,0.091,7.271,8.62405
2021-08-28 04:00:00,22.265,8.39425,4.34,0.071,0.082,6.887,7.48225
2021-08-28 08:00:00,21.955,8.4072,4.11,0.1045,0.0815,7.0495,8.2275
2021-08-28 12:00:00,24.65,8.6814,5.045,0.074,0.086,6.7995,13.89045
2021-08-28 16:00:00,25.875,8.8805,5.73,0.025,0.083,6.641,16.79885
2021-08-28 20:00:00,24.465,8.72825,5.505,0.025,0.083,6.269,10.14085
2021-08-29 00:00:00,23.28,8.57085,5.505,0.025,0.083,6.269,8.30395
2021-08-29 04:00:00,22.325,8.4774,4.27,0.025,0.0805,5.754,7.78815
2021-08-29 08:00:00,22.08,8.48595,4.125,0.025,0.0785,5.5765,8.48815
2021-08-29 12:00:00,25.28,8.511,4.61,0.025,0.079,8.142,11.694
2021-08-29 16:00:00,26.12,8.8566,5.76,0.025,0.0835,5.9665,18.4866
2021-08-29 20:00:00,24.85,8.65735,5.185,0.025,0.0775,5.6675,12.8635
2021-08-30 00:00:00,24.74,8.385,6.46,0.025,0.068,7.915,10.71
2021-08-30 04:00:00,22.96,8.5283,4.285,0.025,0.079,5.109,8.16605
2021-08-30 08:00:00,22.785,8.52525,4.175,0.025,0.081,5.018,8.60635
2021-08-30 12:00:00,23.72,8.422,5.43,0.025,0.079,7.18,9.715
2021-08-30 16:00:00,23.96,8.608,6.47,0.025,0.081,6.946,11.465
2021-08-30 20:00:00,22.745,8.6456,6.12,0.04,0.1695,5.622,8.90665
2021-08-31 00:00:00,22.315,8.50735,6.12,0.04,0.1695,5.622,8.25645
2021-08-31 04:00:00,21.835,8.29095,5.935,0.9275,0.1955,5.8645,7.91275
2021-08-31 08:00:00,21.955,8.19065,6.7,0.7295,0.197,5.653,7.6489
2021-08-31 12:00:00,22.08,8.2455,6.085,0.4205,0.1925,6.123,7.5178
2021-08-31 16:00:00,21.88,8.2878,7.46,0.272,0.225,5.065,6.7744
2021-08-31 20:00:00,21.72,8.22415,8.115,0.4225,0.234,6.33,6.593
2021-09-01 00:00:00,21.355,8.207,8.115,0.4225,0.234,6.33,6.4399
2021-09-01 04:00:00,21.21,8.2315,7.505,0.7995,0.2015,6.0365,6.56695
2021-09-01 08:00:00,21.285,8.1892,7.845,0.669,0.196,6.578,6.70115
2021-09-01 12:00:00,21.79,8.17405,8.095,0.8495,0.2095,6.659,7.07365
2021-09-01 16:00:00,22.335,8.2002,7.43,0.66,0.1855,5.537,7.34885
2021-09-01 20:00:00,22.085,8.2189,7.145,0.371,0.167,5.0275,7.51195
2021-09-02 00:00:00,21.66,8.2025,7.145,0.371,0.167,5.0275,7.4449
2021-09-02 04:00:00,21.405,8.17495,6.98,0.3775,0.1685,4.8815,7.21855
2021-09-02 08:00:00,21.185,8.1548,6.905,0.4015,0.1595,5.084,7.23025
2021-09-02 12:00:00,22.175,8.2411,7.35,0.269,0.188,4.963,8.2912
2021-09-02 16:00:00,23.65,8.44315,7.385,0.249,0.1825,5.17,10.4331
2021-09-02 20:00:00,22.92,8.48905,6.99,0.255,0.17,5.195,9.91495
2021-09-03 00:00:00,22.46,8.43955,6.99,0.255,0.17,5.195,8.78995
2021-09-03 04:00:00,22.26,8.3945,6.22,0.2655,0.1425,5.004,8.3612
2021-09-03 08:00:00,21.895,8.35445,6.215,0.2605,0.1545,5.382,7.87415
2021-09-03 12:00:00,21.95,8.31875,6.38,0.2415,0.1625,5.345,8.1324
2021-09-03 16:00:00,21.66,8.4073,6.455,0.216,0.159,5.175,8.59855
2021-09-03 20:00:00,21.35,8.3797,6.545,0.1735,0.1755,5.3465,8.51385
2021-09-04 00:00:00,20.98,8.3222,6.545,0.1735,0.1755,5.3465,8.1972
2021-09-04 04:00:00,20.5,8.2937,6.725,0.366,0.196,5.2955,7.7081
2021-09-04 08:00:00,20.195,8.1782,8.305,0.5695,0.2595,6.08,6.33945
2021-09-04 12:00:00,20.525,8.1709,8.8,0.74,0.216,6.5315,6.2389
2021-09-04 16:00:00,20.925,8.18325,8.405,1.126,0.2355,7.21,6.5335
2021-09-04 20:00:00,20.49,8.13055,8.455,1.4545,0.22,6.9435,6.68535
2021-09-05 00:00:00,20.105,8.02605,8.455,1.4545,0.22,6.9435,6.537
2021-09-05 04:00:00,19.83,8.08335,8.58,3.876,0.1685,10.892,7.1228
2021-09-05 08:00:00,19.945,8.1366,9.255,1.215,0.1715,8.328,7.14055
2021-09-05 12:00:00,20.865,8.1726,10.985,0.6205,0.1415,7.8585,7.1825
2021-09-05 16:00:00,21.135,8.20025,10.78,0.4915,0.1355,6.918,7.22835
2021-09-05 20:00:00,21.01,8.22035,10.75,0.391,0.148,6.344,7.3238
2021-09-06 00:00:00,20.805,8.24455,10.75,0.391,0.148,6.344,7.43975
2021-09-06 04:00:00,20.69,8.24415,9.99,0.4675,0.1335,4.9545,7.46745
2021-09-06 08:00:00,20.745,8.2458,9.205,0.367,0.244,6.0185,7.42335
2021-09-06 12:00:00,21.5,8.28145,8.905,0.271,0.202,4.8465,7.62
2021-09-06 16:00:00,22.07,8.2641,8.76,0.381,0.2005,5.646,7.23635
2021-09-06 20:00:00,21.535,8.29315,8.79,0.3075,0.201,6.0175,7.3062
2021-09-07 00:00:00,20.83,8.24455,8.13,0.67,0.19,5.8315,6.6337
2021-09-07 04:00:00,20.17,8.22695,7.595,1.274,0.191,6.547,6.70875
2021-09-07 08:00:00,19.985,8.2124,7.755,1.534,0.1865,7.3185,6.5726
2021-09-07 12:00:00,21.465,8.25545,8.34,1.3825,0.1935,8.4115,7.0869
2021-09-07 16:00:00,22.68,8.32155,7.855,0.9595,0.146,7.552,7.523
2021-09-07 20:00:00,22.015,8.32765,7.075,1.0095,0.2025,7.9515,7.58835
2021-09-08 00:00:00,21.27,8.27825,7.085,2.0255,0.207,8.973,7.2169
2021-09-08 04:00:00,20.58,8.26555,6.77,1.8205,0.189,8.3305,7.1285
2021-09-08 08:00:00,20.18,8.2824,6.145,1.0665,0.178,7.517,7.37005
2021-09-08 12:00:00,22.02,8.3051,6.265,0.649,0.1825,7.1385,7.87295
2021-09-08 16:00:00,23.225,8.32795,5.635,0.3775,0.178,6.8635,7.7838
2021-09-08 20:00:00,22.635,8.31965,5.91,0.3595,0.179,7.2205,8.0566
2021-09-09 00:00:00,22.09,8.34045,5.995,0.1625,0.179,6.1915,8.0487
2021-09-09 04:00:00,21.525,8.3436,5.33,0.1505,0.167,6.1085,7.83095
2021-09-09 08:00:00,21.17,8.345,5.07,0.158,0.158,6.456,7.34885
2021-09-09 12:00:00,23.045,8.35545,5.82,0.1395,0.178,6.3145,7.6146
2021-09-09 16:00:00,24.49,8.38525,5.09,0.167,0.1565,6.504,7.8701
2021-09-09 20:00:00,23.585,8.3878,5.045,0.157,0.151,6.507,7.6787
2021-09-10 00:00:00,22.925,8.38825,4.605,0.133,0.1405,6.555,7.6566
2021-09-10 04:00:00,22.5,8.39295,4.675,0.0735,0.147,6.5835,7.5886
2021-09-10 08:00:00,21.895,8.3703,4.775,0.0845,0.1585,6.5625,7.438
2021-09-10 12:00:00,23.765,8.4199,4.945,0.047,0.164,6.646,8.19045
2021-09-10 16:00:00,25.26,8.54015,5.61,0.0405,0.162,6.704,10.19565
2021-09-10 20:00:00,24.37,8.58845,5.25,0.0535,0.138,6.6845,9.52825
2021-09-11 00:00:00,23.755,8.55805,4.825,0.0555,0.1275,6.6255,8.5746
2021-09-11 04:00:00,23.1,8.53295,4.835,0.075,0.1255,6.539,8.28135
2021-09-11 08:00:00,22.735,8.5006,4.76,0.071,0.13,6.814,8.40195
2021-09-11 12:00:00,24.79,8.61245,4.975,0.059,0.1395,7.074,9.91305
2021-09-11 16:00:00,26,8.6344,5.485,0.0545,0.135,7.2145,11.19085
2021-09-11 20:00:00,24.845,8.52795,5.565,0.052,0.1355,7.3075,10.1617
2021-09-12 00:00:00,24.25,8.48395,5.6,0.053,0.131,7.0985,9.24595
2021-09-12 04:00:00,23.585,8.4305,5.675,0.057,0.1265,7.1685,8.84235
2021-09-12 08:00:00,23.02,8.43785,5.325,0.053,0.127,7.3065,8.7051
2021-09-12 12:00:00,25.085,8.6303,5.785,0.0405,0.132,7.1845,11.4853
2021-09-12 16:00:00,25.915,8.57,6.28,0.0295,0.11,7.6765,14.23945
2021-09-12 20:00:00,24.435,8.5401,6.175,0.038,0.145,6.927,11.55625
2021-09-13 00:00:00,23.645,8.51505,6.065,0.0435,0.1275,6.764,9.3429
2021-09-13 04:00:00,22.975,8.4263,5.93,0.043,0.1195,6.443,8.49295
2021-09-13 08:00:00,22.5,8.41575,5.91,0.0485,0.122,6.171,8.774
2021-09-13 12:00:00,24.55,8.67755,6.39,0.052,0.132,6.5405,12.78745
2021-09-13 16:00:00,25.33,8.64885,6.34,0.046,0.1265,6.8095,14.35205
